City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
688,Marsh Harbour,BS,84.29,few clouds,26.5412,-77.0636,Abaco Beach Resort
689,Yazman,PK,94.64,clear sky,29.1212,71.7446,Jamal sons showroom
690,Rajshahi,BD,84.13,broken clouds,24.3667,88.6,Anjum Hotel International
691,San Cristobal,VE,87.98,overcast clouds,7.7669,-72.225,Posada Villaven C.A.
692,Guatape,CO,75.72,broken clouds,6.2327,-75.1586,CASA KAYAM Hostal y Residencia Artística
693,Livramento,BR,92.07,broken clouds,-3.0254,-60.1803,Refúgio Samauma
695,Barrancas,CO,92.64,broken clouds,10.9576,-72.7877,Hotel Musichi
696,Port Shepstone,ZA,68.47,overcast clouds,-30.7414,30.455,My Den Beachfront Bed and Breakfast | Self-Catering
697,Spencer,US,68.77,broken clouds,43.1414,-95.1444,Days Inn by Wyndham Hotel Spencer IA
699,Acapulco,MX,85.82,few clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
700,Smidovich,RU,43.77,overcast clouds,48.6,133.8167,Gostinnitsa
701,Benghazi,LY,77.09,clear sky,32.1167,20.0667,Tibesti Hotel
702,Kiama,AU,60.01,overcast clouds,-34.6833,150.8667,The Sebel Kiama Harbourside
